1614962446382, 5159-4504-8495-6584, Visa, 9, Aus_der_Region, 2.43, CHF, CHF, 1614962446082, 1.0
1614962808069, "5113-5434-8750-2726", "Visa", 8, "Aus_der_Region", 74.21, "EUR", "CHF", 1614962809562, 1.0
1614962808187, "5176-2510-2676-9780", "MasterCard", 15, "BioMarkt", 89.05, "EUR", "EUR", 1614962808556, 1.0
1614962808296, "5169-8649-8950-4389", "Revolut", 5, "Tante_Emma", 63.55, "EUR", "EUR", 1614962808556, 1.0
1614962808449, "5159-5646-8683-8518", "Revolut", 1, "Aus_der_Region", 85.01, "EUR", "EUR", 1614962808556, 1.0
1614962808513, "5189-9634-8989-2557", "Revolut", 13, "BioMarkt", 33.0, "EUR", "EUR", 1614962808556, 1.0
1614962808132, "5116-4204-7640-1048", "Revolut", 14, "BioMarkt", 0.64, "EUR", "CHF", 1614962809562, 1.0
1614962808151, "5141-4528-5061-4914", "AMEX", 15, "BioMarkt", 65.24, "EUR", "CHF", 1614962809562, 1.0
1614962808566, "5131-9057-4598-1127", "MasterCard", 6, "Tante_Emma", 82.28, "EUR", "EUR", 1614962808556, 1.0
1614962808784, "5115-8699-6055-5437", "AMEX", 11, "Shop_am_Eck", 2.38, "EUR", "EUR", 1614962808556, 1.0
1614962808179, "5185-1434-6263-8337", "Maestro", 15, "BioMarkt", 14.94, "EUR", "CHF", 1614962809562, 1.0
1614962808350, "5126-5216-6836-8998", "AMEX", 10, "Aus_der_Region", 47.99, "EUR", "CHF", 1614962809562, 1.0
1614962808814, "5192-7530-2612-4225", "Visa", 3, "SihlCity", 41.27, "EUR", "EUR", 1614962808556, 1.0
1614962808845, "5156-9493-4665-5060", "Maestro", 3, "SihlCity", 83.6, "EUR", "EUR", 1614962808556, 1.0
1614962808361, "5169-1518-5495-9903", "Diners Club", 3, "SihlCity", 87.02, "EUR", "CHF", 1614962809562, 1.0
1614962808491, "5123-1088-1492-7246", "Revolut", 3, "SihlCity", 9.65, "EUR", "CHF", 1614962809562, 1.0
1614962808941, "5189-3453-9951-8292", "Diners Club", 0, "Tante_Emma", 49.24, "EUR", "EUR", 1614962808556, 1.0
1614962808994, "5186-1361-2398-5487", "Visa", 12, "BioMarkt", 15.01, "EUR", "EUR", 1614962808556, 1.0
1614962809069, "5133-5922-9734-8284", "AMEX", 2, "Shop_am_Eck", 75.14, "EUR", "EUR", 1614962808556, 1.0
1614962808501, "5185-1290-5626-8037", "Revolut", 5, "Tante_Emma", 19.66, "EUR", "CHF", 1614962809562, 1.0
1614962808546, "5110-7572-4395-4446", "Revolut", 4, "BioMarkt", 69.71, "EUR", "CHF", 1614962809562, 1.0
1614962808588, "5129-4379-9987-3737", "Visa", 12, "BioMarkt", 56.01, "EUR", "CHF", 1614962809562, 1.0
1614962808855, "5114-7775-2233-5293", "Diners Club", 8, "Aus_der_Region", 8.74, "EUR", "CHF", 1614962809562, 1.0
1614962809163, "5182-9244-5630-5853", "Maestro", 1, "Aus_der_Region", 48.31, "EUR", "EUR", 1614962808556, 1.0
1614962809214, "5171-9622-8387-1603", "Revolut", 1, "Aus_der_Region", 38.0, "EUR", "EUR", 1614962808556, 1.0
1614962809224, "5134-5264-2833-6248", "Diners Club", 10, "Aus_der_Region", 86.55, "EUR", "EUR", 1614962808556, 1.0
1614962809309, "5191-6506-4085-8915", "Revolut", 14, "BioMarkt", 74.06, "EUR", "EUR", 1614962808556, 1.0
1614962809320, "5193-8960-4699-3743", "MasterCard", 8, "Aus_der_Region", 12.97, "EUR", "EUR", 1614962808556, 1.0
1614962808876, "5184-2750-4360-6718", "Revolut", 10, "Aus_der_Region", 23.19, "EUR", "CHF", 1614962809562, 1.0
1614962808920, "5167-1574-4318-3262", "Visa", 3, "SihlCity", 51.37, "EUR", "CHF", 1614962809562, 1.0
1614962809109, "5160-2322-3720-1415", "AMEX", 0, "Tante_Emma", 9.26, "EUR", "CHF", 1614962809562, 1.0
1614962809183, "5191-3623-8463-4293", "Visa", 1, "Aus_der_Region", 5.49, "EUR", "CHF", 1614962809562, 1.0
1614962809380, "5114-8804-8292-6941", "Diners Club", 2, "Shop_am_Eck", 13.37, "EUR", "EUR", 1614962808556, 1.0
1614962809710, "5136-2621-3193-8128", "Visa", 11, "Shop_am_Eck", 72.6, "EUR", "EUR", 1614962808556, 1.0
1614962809720, "5128-9763-1589-6814", "AMEX", 0, "Tante_Emma", 10.15, "EUR", "EUR", 1614962808556, 1.0
1614962809795, "5127-3465-6325-1474", "Revolut", 5, "Tante_Emma", 56.93, "EUR", "EUR", 1614962808556, 1.0
1614962809836, "5156-8637-3304-3929", "Revolut", 0, "Tante_Emma", 10.56, "EUR", "EUR", 1614962808556, 1.0
1614962809260, "5190-5972-7356-2037", "Visa", 1, "Aus_der_Region", 13.85, "EUR", "CHF", 1614962809562, 1.0
1614962809362, "5117-8806-8900-5267", "Visa", 5, "Tante_Emma", 80.24, "EUR", "CHF", 1614962809562, 1.0
1614962809576, "5128-4354-4946-5757", "AMEX", 15, "BioMarkt", 86.11, "EUR", "CHF", 1614962809562, 1.0
1614962809604, "5118-8236-9140-8126", "Visa", 11, "Shop_am_Eck", 34.91, "EUR", "CHF", 1614962809562, 1.0
1614962809663, "5149-7661-2504-1285", "Revolut", 5, "Tante_Emma", 58.22, "EUR", "CHF", 1614962809562, 1.0
1614962809756, "5173-4775-1310-8195", "Diners Club", 1, "Aus_der_Region", 32.24, "EUR", "CHF", 1614962809562, 1.0
1614962809866, "5117-4856-4987-1783", "Maestro", 5, "Tante_Emma", 60.84, "EUR", "CHF", 1614962809562, 1.0
1614962809918, "5155-3024-8701-2094", "Revolut", 10, "Aus_der_Region", 86.88, "EUR", "CHF", 1614962809562, 1.0
1614962809939, "5126-7043-3187-3355", "Diners Club", 1, "Aus_der_Region", 10.92, "EUR", "CHF", 1614962809562, 1.0
1614962810075, "5175-2912-1029-4738", "Visa", 10, "Aus_der_Region", 79.73, "USD", "USD", 1614962810565, 1.0
1614962810152, "5127-8028-3650-9660", "MasterCard", 1, "Aus_der_Region", 16.12, "USD", "USD", 1614962810565, 1.0
1614962810170, "5134-1723-3024-8772", "MasterCard", 6, "Tante_Emma", 25.08, "USD", "USD", 1614962810565, 1.0
1614962810014, "5191-6158-5490-3024", "Maestro", 8, "Aus_der_Region", 0.18, "EUR", "CHF", 1614962811571, 0.98
1614962810056, "5158-8194-3499-6377", "Revolut", 8, "Aus_der_Region", 44.05, "EUR", "CHF", 1614962811571, 0.98
1614962810124, "5167-3174-6776-7327", "MasterCard", 9, "Aus_der_Region", 75.63, "EUR", "CHF", 1614962811571, 0.98
1614962810161, "5155-7542-5691-5058", "MasterCard", 6, "Tante_Emma", 60.91, "EUR", "CHF", 1614962811571, 0.98
1614962810191, "5110-1493-5616-3238", "Diners Club", 1, "Aus_der_Region", 85.36, "EUR", "CHF", 1614962811571, 0.98
1614962810261, "5169-3512-3745-6200", "MasterCard", 0, "Tante_Emma", 34.74, "USD", "USD", 1614962810565, 1.0
1614962810412, "5172-7166-5286-6644", "Visa", 1, "Aus_der_Region", 14.02, "USD", "USD", 1614962810565, 1.0
1614962810493, "5138-8621-7297-4797", "AMEX", 11, "Shop_am_Eck", 44.2, "USD", "USD", 1614962810565, 1.0
1614962810287, "5194-4198-2376-9986", "AMEX", 14, "BioMarkt", 46.7, "EUR", "CHF", 1614962811571, 0.98
1614962810325, "5180-8592-9199-8381", "Revolut", 2, "Shop_am_Eck", 4.58, "EUR", "CHF", 1614962811571, 0.98
1614962810504, "5174-2985-7437-1589", "AMEX", 10, "Aus_der_Region", 33.69, "USD", "USD", 1614962810565, 1.0
1614962810570, "5196-2454-1050-7547", "Maestro", 6, "Tante_Emma", 1.96, "USD", "USD", 1614962810565, 1.0
1614962810622, "5128-5035-2250-8525", "Diners Club", 3, "SihlCity", 83.86, "USD", "USD", 1614962810565, 1.0
1614962810395, "5132-4450-9815-4036", "AMEX", 0, "Tante_Emma", 76.58, "EUR", "CHF", 1614962811571, 0.98
1614962810809, "5163-3660-4291-6406", "Maestro", 6, "Tante_Emma", 35.39, "USD", "USD", 1614962810565, 1.0
1614962810462, "5128-9035-7666-2420", "Maestro", 15, "BioMarkt", 19.18, "EUR", "CHF", 1614962811571, 0.98
1614962810877, "5132-4378-5121-2162", "Diners Club", 6, "Tante_Emma", 35.9, "USD", "USD", 1614962810565, 1.0
1614962810958, "5188-3415-9664-6257", "MasterCard", 12, "BioMarkt", 25.72, "USD", "USD", 1614962810565, 1.0
1614962811049, "5176-2616-7492-5461", "MasterCard", 13, "BioMarkt", 68.8, "USD", "USD", 1614962810565, 1.0
1614962811124, "5136-7128-4436-3689", "AMEX", 4, "BioMarkt", 10.53, "USD", "USD", 1614962810565, 1.0
1614962811133, "5134-4507-4338-3548", "AMEX", 4, "BioMarkt", 75.24, "USD", "USD", 1614962810565, 1.0
1614962811175, "5180-1391-6236-2232", "Diners Club", 12, "BioMarkt", 32.71, "USD", "USD", 1614962810565, 1.0
1614962811270, "5144-6131-3748-1650", "Diners Club", 4, "BioMarkt", 31.23, "USD", "USD", 1614962810565, 1.0
1614962811292, "5160-5229-2216-9681", "Visa", 5, "Tante_Emma", 78.97, "USD", "USD", 1614962810565, 1.0
1614962811343, "5138-8916-6501-2691", "Revolut", 2, "Shop_am_Eck", 20.69, "USD", "USD", 1614962810565, 1.0
1614962811365, "5172-4715-4143-8737", "Revolut", 8, "Aus_der_Region", 84.75, "USD", "USD", 1614962810565, 1.0
1614962810525, "5168-8174-7101-7920", "Diners Club", 14, "BioMarkt", 71.73, "EUR", "CHF", 1614962811571, 0.98
1614962810536, "5180-5487-5242-1954", "Maestro", 9, "Aus_der_Region", 42.76, "EUR", "CHF", 1614962811571, 0.98
1614962810760, "5139-8938-8461-9236", "Diners Club", 14, "BioMarkt", 69.05, "EUR", "CHF", 1614962811571, 0.98
1614962810969, "5163-3984-4023-9847", "Visa", 7, "Aus_der_Region", 54.76, "EUR", "CHF", 1614962811571, 0.98
1614962811038, "5133-2181-4819-4489", "Maestro", 9, "Aus_der_Region", 62.94, "EUR", "CHF", 1614962811571, 0.98
1614962811196, "5114-4123-5452-9048", "AMEX", 11, "Shop_am_Eck", 68.84, "EUR", "CHF", 1614962811571, 0.98
1614962811562, "5181-3962-7322-3150", "Maestro", 4, "BioMarkt", 74.38, "USD", "USD", 1614962810565, 1.0
1614962811681, "5175-2263-6182-5955", "Maestro", 10, "Aus_der_Region", 33.47, "USD", "USD", 1614962810565, 1.0
1614962811732, "5137-7912-1511-2314", "Visa", 12, "BioMarkt", 59.04, "USD", "USD", 1614962810565, 1.0
1614962811405, "5147-5301-8960-1081", "AMEX", 7, "Aus_der_Region", 47.27, "EUR", "CHF", 1614962811571, 0.98
1614962811505, "5192-9747-2555-6935", "Diners Club", 12, "BioMarkt", 64.54, "EUR", "CHF", 1614962811571, 0.98
1614962811544, "5115-5647-8723-9495", "Visa", 10, "Aus_der_Region", 68.03, "EUR", "CHF", 1614962811571, 0.98
1614962811631, "5197-5558-5798-3520", "MasterCard", 3, "SihlCity", 69.34, "EUR", "CHF", 1614962811571, 0.98
1614962811651, "5176-3561-3938-9340", "AMEX", 11, "Shop_am_Eck", 10.0, "EUR", "CHF", 1614962811571, 0.98
1614962811691, "5185-7694-8230-4101", "Visa", 13, "BioMarkt", 12.38, "EUR", "CHF", 1614962811571, 0.98
1614962811836, "5192-7021-7389-5511", "Maestro", 8, "Aus_der_Region", 11.39, "EUR", "CHF", 1614962811571, 0.98
1614962811921, "5151-8195-5323-9303", "Visa", 9, "Aus_der_Region", 34.82, "EUR", "CHF", 1614962811571, 0.98
1614962812021, "5165-9450-5766-5317", "Diners Club", 14, "BioMarkt", 79.06, "USD", "USD", 1614962812575, 1.0
1614962812156, "5122-2410-7015-1565", "Revolut", 5, "Tante_Emma", 66.84, "USD", "USD", 1614962812575, 1.0
1614962811973, "5160-4295-7701-3664", "AMEX", 11, "Shop_am_Eck", 9.16, "EUR", "USD", 1614962813576, 1.08
1614962812092, "5148-5668-6124-1088", "AMEX", 0, "Tante_Emma", 29.58, "EUR", "USD", 1614962813576, 1.08
1614962812124, "5129-5152-4528-1475", "Visa", 3, "SihlCity", 11.92, "EUR", "USD", 1614962813576, 1.08
1614962812208, "5159-7298-2062-7425", "Visa", 15, "BioMarkt", 32.96, "EUR", "USD", 1614962813576, 1.08
1614962812236, "5148-1012-7328-4302", "Diners Club", 5, "Tante_Emma", 43.2, "EUR", "USD", 1614962813576, 1.08
1614962812289, "5186-3006-3405-9025", "Diners Club", 12, "BioMarkt", 85.17, "USD", "USD", 1614962812575, 1.0
1614962812327, "5150-8015-2481-1834", "Diners Club", 14, "BioMarkt", 11.1, "USD", "USD", 1614962812575, 1.0
1614962812247, "5142-9784-9005-4560", "Diners Club", 12, "BioMarkt", 81.89, "EUR", "USD", 1614962813576, 1.08
1614962812308, "5130-6564-1561-9944", "Revolut", 4, "BioMarkt", 30.19, "EUR", "USD", 1614962813576, 1.08
1614962812338, "5190-3462-1548-3535", "Diners Club", 10, "Aus_der_Region", 87.38, "EUR", "USD", 1614962813576, 1.08
1614962812366, "5180-6585-4156-9139", "Visa", 5, "Tante_Emma", 17.62, "USD", "USD", 1614962812575, 1.0
1614962812450, "5117-4908-8835-9805", "MasterCard", 5, "Tante_Emma", 65.16, "USD", "USD", 1614962812575, 1.0
1614962812556, "5133-5385-2221-1521", "Visa", 12, "BioMarkt", 51.53, "USD", "USD", 1614962812575, 1.0
1614962812347, "5111-3106-5024-8411", "AMEX", 10, "Aus_der_Region", 7.46, "EUR", "USD", 1614962813576, 1.08
1614962812565, "5152-7498-6549-7870", "Visa", 11, "Shop_am_Eck", 4.65, "USD", "USD", 1614962812575, 1.0
1614962812736, "5121-8200-8508-9062", "AMEX", 3, "SihlCity", 41.64, "USD", "USD", 1614962812575, 1.0
1614962812356, "5188-2625-3719-4115", "Diners Club", 4, "BioMarkt", 55.8, "EUR", "USD", 1614962813576, 1.08
1614962812775, "5145-1424-9781-3691", "Revolut", 2, "Shop_am_Eck", 76.42, "USD", "USD", 1614962812575, 1.0
1614962812823, "5172-9725-1672-3281", "Diners Club", 7, "Aus_der_Region", 70.77, "USD", "USD", 1614962812575, 1.0
1614962812913, "5114-5466-5685-6053", "Maestro", 15, "BioMarkt", 7.29, "USD", "USD", 1614962812575, 1.0
1614962813019, "5190-3913-6440-1060", "Revolut", 8, "Aus_der_Region", 24.66, "USD", "USD", 1614962812575, 1.0
1614962813071, "5187-3829-9053-5941", "Visa", 3, "SihlCity", 49.69, "USD", "USD", 1614962812575, 1.0
1614962813137, "5125-1381-8190-6204", "Revolut", 5, "Tante_Emma", 18.83, "USD", "USD", 1614962812575, 1.0
1614962813248, "5189-4076-8004-5178", "MasterCard", 0, "Tante_Emma", 72.31, "USD", "USD", 1614962812575, 1.0
1614962812431, "5139-4206-5253-4890", "MasterCard", 3, "SihlCity", 45.93, "EUR", "USD", 1614962813576, 1.08
1614962812545, "5113-4340-4018-4260", "Diners Club", 14, "BioMarkt", 20.61, "EUR", "USD", 1614962813576, 1.08
1614962812586, "5120-7939-5830-4956", "Visa", 15, "BioMarkt", 69.83, "EUR", "USD", 1614962813576, 1.08
1614962812638, "5166-8413-9168-7350", "MasterCard", 2, "Shop_am_Eck", 75.2, "EUR", "USD", 1614962813576, 1.08
1614962813599, "5167-8683-8750-7157", "Diners Club", 8, "Aus_der_Region", 64.53, "USD", "USD", 1614962812575, 1.0
1614962813651, "5159-6084-8912-6049", "Visa", 4, "BioMarkt", 56.4, "USD", "USD", 1614962812575, 1.0
1614962813801, "5140-2846-5302-6600", "AMEX", 7, "Aus_der_Region", 2.87, "USD", "USD", 1614962812575, 1.0
1614962813821, "5134-4266-7673-9298", "Diners Club", 5, "Tante_Emma", 0.78, "USD", "USD", 1614962812575, 1.0
1614962812756, "5121-1035-7601-7016", "Revolut", 9, "Aus_der_Region", 0.68, "EUR", "USD", 1614962813576, 1.08
1614962812863, "5164-8938-4459-3346", "Revolut", 12, "BioMarkt", 11.41, "EUR", "USD", 1614962813576, 1.08
1614962812940, "5174-3324-4492-7139", "Maestro", 8, "Aus_der_Region", 17.37, "EUR", "USD", 1614962813576, 1.08
1614962813100, "5137-3886-8545-9757", "MasterCard", 11, "Shop_am_Eck", 44.97, "EUR", "USD", 1614962813576, 1.08
1614962813129, "5165-2675-4674-5352", "Diners Club", 8, "Aus_der_Region", 72.09, "EUR", "USD", 1614962813576, 1.08
1614962813237, "5115-1500-4707-9017", "MasterCard", 8, "Aus_der_Region", 28.21, "EUR", "USD", 1614962813576, 1.08
1614962813280, "5171-1321-1163-4840", "Maestro", 6, "Tante_Emma", 81.59, "EUR", "USD", 1614962813576, 1.08
1614962813336, "5144-5805-5014-2655", "Visa", 3, "SihlCity", 58.9, "EUR", "USD", 1614962813576, 1.08
1614962813373, "5125-5078-2802-8949", "AMEX", 7, "Aus_der_Region", 17.89, "EUR", "USD", 1614962813576, 1.08
1614962813435, "5189-2497-2266-8766", "Visa", 15, "BioMarkt", 38.73, "EUR", "USD", 1614962813576, 1.08
1614962813491, "5171-9053-9793-1549", "AMEX", 7, "Aus_der_Region", 15.99, "EUR", "USD", 1614962813576, 1.08
1614962813550, "5191-2330-3115-4322", "AMEX", 11, "Shop_am_Eck", 68.71, "EUR", "USD", 1614962813576, 1.08
1614962813704, "5168-2094-9722-2660", "Diners Club", 4, "BioMarkt", 79.87, "EUR", "USD", 1614962813576, 1.08
1614962813759, "5157-5900-4529-7568", "MasterCard", 1, "Aus_der_Region", 27.83, "EUR", "USD", 1614962813576, 1.08
1614962813850, "5120-8541-8815-8096", "Visa", 11, "Shop_am_Eck", 1.29, "EUR", "USD", 1614962813576, 1.08
1614962814179, "5139-8378-1127-5684", "Diners Club", 1, "Aus_der_Region", 30.57, "USD", "CHF", 1614962814581, 0.92
1614962814179, "5139-8378-1127-5684", "Diners Club", 1, "Aus_der_Region", 30.57, "USD", "CHF", 1614962815582, 1.06
1614962814365, "5147-6780-8016-8410", "Revolut", 4, "BioMarkt", 15.39, "USD", "CHF", 1614962814581, 0.92
1614962814365, "5147-6780-8016-8410", "Revolut", 4, "BioMarkt", 15.39, "USD", "CHF", 1614962815582, 1.06
1614962814385, "5171-2631-6925-4293", "MasterCard", 5, "Tante_Emma", 16.79, "USD", "CHF", 1614962814581, 0.92
1614962814385, "5171-2631-6925-4293", "MasterCard", 5, "Tante_Emma", 16.79, "USD", "CHF", 1614962815582, 1.06
1614962814500, "5112-6379-5432-1753", "Visa", 0, "Tante_Emma", 12.94, "USD", "CHF", 1614962814581, 0.92
1614962814500, "5112-6379-5432-1753", "Visa", 0, "Tante_Emma", 12.94, "USD", "CHF", 1614962815582, 1.06
1614962814510, "5151-3934-3592-6732", "Visa", 7, "Aus_der_Region", 65.65, "USD", "CHF", 1614962814581, 0.92
1614962814510, "5151-3934-3592-6732", "Visa", 7, "Aus_der_Region", 65.65, "USD", "CHF", 1614962815582, 1.06
1614962814613, "5167-5760-1253-6979", "AMEX", 15, "BioMarkt", 36.55, "USD", "CHF", 1614962814581, 0.92
1614962814613, "5167-5760-1253-6979", "AMEX", 15, "BioMarkt", 36.55, "USD", "CHF", 1614962815582, 1.06
1614962815039, "5136-4096-4151-6065", "MasterCard", 6, "Tante_Emma", 8.11, "USD", "CHF", 1614962814581, 0.92
1614962815039, "5136-4096-4151-6065", "MasterCard", 6, "Tante_Emma", 8.11, "USD", "CHF", 1614962815582, 1.06
1614962815243, "5116-9296-5191-6683", "Maestro", 14, "BioMarkt", 53.61, "USD", "CHF", 1614962814581, 0.92
1614962815243, "5116-9296-5191-6683", "Maestro", 14, "BioMarkt", 53.61, "USD", "CHF", 1614962815582, 1.06
1614962815252, "5169-9233-5156-8425", "Diners Club", 12, "BioMarkt", 37.9, "USD", "CHF", 1614962814581, 0.92
1614962815252, "5169-9233-5156-8425", "Diners Club", 12, "BioMarkt", 37.9, "USD", "CHF", 1614962815582, 1.06
1614962815362, "5166-3072-8610-6287", "Visa", 6, "Tante_Emma", 60.7, "USD", "CHF", 1614962814581, 0.92
1614962815362, "5166-3072-8610-6287", "Visa", 6, "Tante_Emma", 60.7, "USD", "CHF", 1614962815582, 1.06
1614962815371, "5179-1928-3895-1095", "Visa", 1, "Aus_der_Region", 53.84, "USD", "CHF", 1614962814581, 0.92
1614962815371, "5179-1928-3895-1095", "Visa", 1, "Aus_der_Region", 53.84, "USD", "CHF", 1614962815582, 1.06
1614962815472, "5131-3121-5795-5606", "Diners Club", 14, "BioMarkt", 41.94, "USD", "CHF", 1614962814581, 0.92
1614962815472, "5131-3121-5795-5606", "Diners Club", 14, "BioMarkt", 41.94, "USD", "CHF", 1614962815582, 1.06
1614962815551, "5188-6651-2160-4430", "MasterCard", 2, "Shop_am_Eck", 35.12, "USD", "CHF", 1614962814581, 0.92
1614962815551, "5188-6651-2160-4430", "MasterCard", 2, "Shop_am_Eck", 35.12, "USD", "CHF", 1614962815582, 1.06
1614962815601, "5161-1477-7618-7908", "Revolut", 3, "SihlCity", 20.0, "USD", "CHF", 1614962814581, 0.92
1614962815601, "5161-1477-7618-7908", "Revolut", 3, "SihlCity", 20.0, "USD", "CHF", 1614962815582, 1.06
1614962815719, "5126-6640-5368-4627", "Visa", 4, "BioMarkt", 86.3, "USD", "CHF", 1614962814581, 0.92
1614962815719, "5126-6640-5368-4627", "Visa", 4, "BioMarkt", 86.3, "USD", "CHF", 1614962815582, 1.06
1614962815839, "5133-6183-7346-4734", "MasterCard", 14, "BioMarkt", 29.84, "USD", "CHF", 1614962814581, 0.92
1614962815839, "5133-6183-7346-4734", "MasterCard", 14, "BioMarkt", 29.84, "USD", "CHF", 1614962815582, 1.06
1614962815913, "5110-5660-9648-4790", "Revolut", 10, "Aus_der_Region", 49.82, "USD", "CHF", 1614962814581, 0.92
1614962815913, "5110-5660-9648-4790", "Revolut", 10, "Aus_der_Region", 49.82, "USD", "CHF", 1614962815582, 1.06
1614962816001, "5163-7672-6213-3559", "MasterCard", 12, "BioMarkt", 26.54, "CHF", "USD", 1614962817584, 0.92
1614962816136, "5137-4100-5642-3018", "Visa", 4, "BioMarkt", 26.69, "CHF", "USD", 1614962817584, 0.92
1614962816021, "5154-2710-1138-6113", "Revolut", 7, "Aus_der_Region", 67.87, "USD", "USD", 1614962816583, 1.0
1614962816030, "5121-6272-3449-5302", "Maestro", 1, "Aus_der_Region", 14.38, "USD", "USD", 1614962816583, 1.0
1614962816095, "5177-7662-4277-7447", "MasterCard", 3, "SihlCity", 3.37, "USD", "USD", 1614962816583, 1.0
1614962816165, "5145-3458-6674-5326", "Maestro", 5, "Tante_Emma", 66.24, "CHF", "USD", 1614962817584, 0.92
1614962816278, "5164-6745-8327-3194", "Visa", 11, "Shop_am_Eck", 46.95, "CHF", "USD", 1614962817584, 0.92
1614962816299, "5145-9448-4584-7472", "AMEX", 7, "Aus_der_Region", 20.51, "CHF", "USD", 1614962817584, 0.92
1614962816361, "5153-7670-9585-3838", "MasterCard", 15, "BioMarkt", 33.95, "CHF", "USD", 1614962817584, 0.92
1614962816177, "5153-6808-9300-6950", "Diners Club", 0, "Tante_Emma", 73.76, "USD", "USD", 1614962816583, 1.0
1614962816424, "5145-5021-3873-6098", "Visa", 5, "Tante_Emma", 13.54, "CHF", "USD", 1614962817584, 0.92
1614962816247, "5188-3127-1019-7482", "Visa", 10, "Aus_der_Region", 33.89, "USD", "USD", 1614962816583, 1.0
1614962816530, "5150-5134-9161-1170", "Revolut", 12, "BioMarkt", 70.92, "USD", "USD", 1614962816583, 1.0
1614962816685, "5141-5746-6685-9922", "AMEX", 7, "Aus_der_Region", 51.97, "CHF", "USD", 1614962817584, 0.92
1614962816552, "5182-4061-5371-6389", "AMEX", 9, "Aus_der_Region", 12.07, "USD", "USD", 1614962816583, 1.0
1614962816695, "5160-8251-1674-8072", "MasterCard", 9, "Aus_der_Region", 30.52, "CHF", "USD", 1614962817584, 0.92
1614962816749, "5117-2338-1744-9510", "Maestro", 11, "Shop_am_Eck", 36.58, "CHF", "USD", 1614962817584, 0.92
1614962816619, "5165-2499-2387-3541", "Visa", 13, "BioMarkt", 38.92, "USD", "USD", 1614962816583, 1.0
1614962816637, "5137-5018-8937-9743", "Maestro", 9, "Aus_der_Region", 72.88, "USD", "USD", 1614962816583, 1.0
1614962816759, "5154-5411-6040-9657", "Maestro", 2, "Shop_am_Eck", 69.74, "USD", "USD", 1614962816583, 1.0
1614962817035, "5153-5500-3573-2734", "AMEX", 5, "Tante_Emma", 49.7, "USD", "USD", 1614962816583, 1.0
1614962817046, "5115-4173-1333-4590", "Maestro", 10, "Aus_der_Region", 2.22, "USD", "USD", 1614962816583, 1.0
1614962816791, "5122-1111-9775-7644", "Revolut", 15, "BioMarkt", 61.08, "CHF", "USD", 1614962817584, 0.92
1614962816852, "5176-5870-4773-4454", "Visa", 13, "BioMarkt", 4.19, "CHF", "USD", 1614962817584, 0.92
1614962816906, "5111-7413-8438-2767", "Visa", 6, "Tante_Emma", 66.26, "CHF", "USD", 1614962817584, 0.92
1614962817091, "5138-6074-8899-4230", "Visa", 10, "Aus_der_Region", 8.29, "CHF", "USD", 1614962817584, 0.92
1614962817121, "5169-8691-7390-4019", "Revolut", 12, "BioMarkt", 53.97, "CHF", "USD", 1614962817584, 0.92
1614962817282, "5145-7141-3913-2482", "Diners Club", 0, "Tante_Emma", 3.82, "CHF", "USD", 1614962817584, 0.92
1614962817164, "5150-4460-6683-7282", "Revolut", 9, "Aus_der_Region", 70.25, "USD", "USD", 1614962816583, 1.0
1614962817186, "5171-7305-8388-3133", "MasterCard", 6, "Tante_Emma", 50.05, "USD", "USD", 1614962816583, 1.0
1614962817368, "5147-7629-8359-2752", "MasterCard", 7, "Aus_der_Region", 57.54, "USD", "USD", 1614962816583, 1.0
1614962817379, "5188-8292-8964-2640", "Diners Club", 7, "Aus_der_Region", 48.01, "USD", "USD", 1614962816583, 1.0
1614962817420, "5117-5387-8886-1584", "Maestro", 13, "BioMarkt", 59.06, "USD", "USD", 1614962816583, 1.0
1614962817528, "5179-8460-1412-1025", "Diners Club", 7, "Aus_der_Region", 49.65, "USD", "USD", 1614962816583, 1.0
1614962817356, "5164-9467-4822-8144", "Revolut", 5, "Tante_Emma", 61.08, "CHF", "USD", 1614962817584, 0.92
1614962817517, "5191-1605-7734-9681", "Visa", 0, "Tante_Emma", 77.0, "CHF", "USD", 1614962817584, 0.92
1614962817557, "5151-3450-4427-9278", "Revolut", 11, "Shop_am_Eck", 5.06, "CHF", "USD", 1614962817584, 0.92
1614962817568, "5144-1185-2331-1224", "Revolut", 2, "Shop_am_Eck", 75.38, "CHF", "USD", 1614962817584, 0.92
1614962817670, "5135-7439-5123-1757", "Diners Club", 8, "Aus_der_Region", 43.61, "USD", "USD", 1614962816583, 1.0
1614962817851, "5136-1658-2547-3284", "Diners Club", 9, "Aus_der_Region", 69.61, "USD", "USD", 1614962816583, 1.0
1614962817629, "5194-1079-8033-9269", "AMEX", 0, "Tante_Emma", 69.41, "CHF", "USD", 1614962817584, 0.92
1614962817681, "5123-8991-7023-6568", "Visa", 7, "Aus_der_Region", 41.95, "CHF", "USD", 1614962817584, 0.92
1614962817721, "5126-4680-3242-5363", "Diners Club", 13, "BioMarkt", 65.83, "CHF", "USD", 1614962817584, 0.92
1614962817811, "5153-8671-7669-8609", "MasterCard", 1, "Aus_der_Region", 74.41, "CHF", "USD", 1614962817584, 0.92
1614962817968, "5160-5228-2392-2911", "Visa", 3, "SihlCity", 25.26, "EUR", "CHF", 1614962818587, 1.07
1614962818046, "5198-8745-6544-7255", "AMEX", 13, "BioMarkt", 27.15, "EUR", "CHF", 1614962818587, 1.07
